kpi_tags,kpi_name,kpi_id,kpi_category
"revenuesegment,  wholesalevehicles, sah, sonic automotive, automotive retailers",Revenue per unit by segment - EchoPark Same Market-Wholesale vehicles,508,Revenue per unit by segment
"revenuesegment,  echoparksegmentsame,  storeusedvehicle, sah, sonic automotive, automotive retailers",Revenue per unit by segment - EchoPark Segment same store-Used vehicle,509,Revenue per unit by segment
"revenuesegment,  echoparksegment,  usedvehicle, sah, sonic automotive, automotive retailers",Revenue per unit by segment - EchoPark Segment-Used vehicle,510,Revenue per unit by segment
"revenuesegment,  franchiseddealerships,  samestore,  wholesalevehicles, sah, sonic automotive, automotive retailers",Revenue per unit by segment - Franchised Dealerships Same Store -Wholesale vehicles,511,Revenue per unit by segment
"revenuesegment,  franchiseddealerships,  samestore,  newvehicles, sah, sonic automotive, automotive retailers",Revenue per unit by segment - Franchised Dealerships same store-new vehicles,512,Revenue per unit by segment
"revenuesegment,  franchiseddealerships,  samestore,  usedvehicles, sah, sonic automotive, automotive retailers",Revenue per unit by segment - Franchised Dealerships same store-used vehicles,513,Revenue per unit by segment
"revenuesegment,  franchiseddealerships,  usedvehicles, sah, sonic automotive, automotive retailers",Revenue per unit by segment - Franchised Dealerships Segment reported- used vehicles,514,Revenue per unit by segment
"revenuesegment,  franchiseddealerships,  newvehicles, sah, sonic automotive, automotive retailers",Revenue per unit by segment - Franchised Dealerships Segment reported-new vehicles,515,Revenue per unit by segment
"revenuesegment,  franchiseddealerships,  wholesalevehicles, sah, sonic automotive, automotive retailers",Revenue per unit by segment - Franchised Dealerships Segment reported-wholesale vehicles,516,Revenue per unit by segment
"segment,  echopark,  wholesalevehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - EchoPark -Wholesale vehicles,517,Unit Sales Volume by segment
"segment,  echoparksamemarketusedvehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - EchoPark Same Market-Used vehicles,518,Unit Sales Volume by segment
"segment,  echoparksamemarketwholesalevehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - EchoPark Same Market-Wholesale vehicles,519,Unit Sales Volume by segment
"segment,  echoparknewvehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - EchoPark-New vehicles,520,Unit Sales Volume by segment
"segment,  echoparkusedvehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - EchoPark-Used vehicles,521,Unit Sales Volume by segment
"segment,  franchiseddealerships,  retailnew,  usedvehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships -  Retail new & used vehicles,522,Unit Sales Volume by segment
"segment,  franchiseddealerships,  used,  newratio, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships -  Used-to-New Ratio,523,Unit Sales Volume by segment
"segment,  franchiseddealerships,  newvehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships - New vehicles,524,Unit Sales Volume by segment
"segment,  franchiseddealerships,  usedvehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships - Used vehicles,525,Unit Sales Volume by segment
"segment,  franchiseddealerships,  wholesalevehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships - Wholesale vehicles,526,Unit Sales Volume by segment
"segment,  franchiseddealerships,  samestore,  retailnew,  usedvehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships Same Store - Retail new & used vehicles,527,Unit Sales Volume by segment
"segment,  franchiseddealerships,  samestore,  usedvehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships Same Store - Used vehicles,528,Unit Sales Volume by segment
"segment,  franchiseddealerships,  samestore,  used,  newratio, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships Same Store - Used-to-New Ratio,529,Unit Sales Volume by segment
"segment,  franchiseddealerships,  samestore,  newvehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships Same Store -New vehicles,530,Unit Sales Volume by segment
"segment,  franchiseddealerships,  samestore,  wholesalevehicles, sah, sonic automotive, automotive retailers",Unit Sales Volume by segment - Franchised Dealerships Same Store -Wholesale vehicles,531,Unit Sales Volume by segment
"days,  sale, sft, shift technologies, automotive retailers",Average days to sale,532,Average days to sale
"average,  monthly,  uniquevisitors,  average,  monthly,  uniquevisitors, sft, shift technologies, automotive retailers",Average monthly unique visitors,533,Average monthly unique visitors
"average,  monthly,  uniquevisitors,  average,  monthly,  uniquevisitors, sft, shift technologies, automotive retailers",Average monthly unique visitors,533,Average monthly unique visitors
"sellingprice,  bysegment,  ecommerce, sft, shift technologies, automotive retailers",Average selling price- By segment - Ecommerce,534,Average selling price- By segment
"sellingprice,  bysegment,  wholesale, sft, shift technologies, automotive retailers",Average selling price- By segment - Wholesale,535,Average selling price- By segment
"ecommerceasp,  ecommerceasp, sft, shift technologies, automotive retailers",Ecommerce ASP,536,Ecommerce ASP
"ecommerceunits,  ecommerceunits, sft, shift technologies, automotive retailers",Ecommerce Units,537,Ecommerce Units
"ecommercevehicles,  availableforsale, sft, shift technologies, automotive retailers",Ecommerce vehicles available for sale,538,Ecommerce vehicles available for sale
"grossprofit,  bysegment,  ecommerce,  grossprofit, sft, shift technologies, automotive retailers",Gross Profit per Unit by segment - Ecommerce Gross Profit per Unit,539,Gross Profit per Unit by segment
"grossprofit,  bysegment,  grossprofit, sft, shift technologies, automotive retailers",Gross Profit per Unit by segment - Other Gross Profit per Unit,540,Gross Profit per Unit by segment
"grossprofit,  bysegment,  wholesale,  grossprofit, sft, shift technologies, automotive retailers",Gross Profit per Unit by segment - Wholesale Gross Profit per Unit,541,Gross Profit per Unit by segment
"regionalhubs,  regionalhubs, sft, shift technologies, automotive retailers",Number of regional hubs,542,Number of regional hubs
"segment,  revenue,  ecommerce,  revenue,  net, sft, shift technologies, automotive retailers","Segment Revenue - Ecommerce revenue, net",543,Segment Revenue
"segment,  revenue,  other,  revenue, sft, shift technologies, automotive retailers",Segment Revenue - Other revenue,544,Segment Revenue
"segment,  revenue,  wholesalevehicle,  revenue, sft, shift technologies, automotive retailers",Segment Revenue - Wholesale vehicle revenue,545,Segment Revenue
"totalunitssold, sft, shift technologies, automotive retailers",Total units sold,546,Total units sold
"unitssold,  segment,  ecommerceunits, sft, shift technologies, automotive retailers",Units sold by segment - Ecommerce units,547,Units sold by segment
"unitssold,  segment,  wholesaleunits, sft, shift technologies, automotive retailers",Units sold by segment - Wholesale units,548,Units sold by segment
"unitssold,  bysegment,  ecommerce, sft, shift technologies, automotive retailers",Units sold- By segment - Ecommerce,549,Units sold- By segment
"unitssold,  bysegment,  wholesale, sft, shift technologies, automotive retailers",Units sold- By segment - Wholesale,550,Units sold- By segment
"wholesaleasp,  wholesaleasp, sft, shift technologies, automotive retailers",Wholesale ASP,551,Wholesale ASP
"segment,  revenue,  allother, vrm, vroom , automotive retailers",Segment Revenue - All Other,552,Segment Revenue
"segment,  revenue,  ecommerce, vrm, vroom , automotive retailers",Segment Revenue - Ecommerce,553,Segment Revenue
"segment,  revenue,  tda, vrm, vroom , automotive retailers",Segment Revenue - TDA,554,Segment Revenue
"segment,  revenue,  wholesale, vrm, vroom , automotive retailers",Segment Revenue - Wholesale,555,Segment Revenue
"uniquevisitors,  average,  monthly,  uniquevisitors, vrm, vroom , automotive retailers",Unique visitors - Average monthly unique visitors,556,Unique visitors
"unitssold,  ecommerce, vrm, vroom , automotive retailers",Units Sold - E-commerce,557,Units Sold
"unitssold,  tda, vrm, vroom , automotive retailers",Units Sold - TDA,558,Units Sold
"unitssold,  wholesale, vrm, vroom , automotive retailers",Units Sold - Wholesale,559,Units Sold
"merch isesales,  apparel,  electronics,  other, big, big lots , department stores","Merchandise Sales - Apparel, Electronics, & Other",560,Merchandise Sales
"merch isesales,  consumables, big, big lots , department stores",Merchandise Sales - Consumables,561,Merchandise Sales
"merch isesales,  food, big, big lots , department stores",Merchandise Sales - Food,562,Merchandise Sales
"merch isesales,  furniture, big, big lots , department stores",Merchandise Sales - Furniture,563,Merchandise Sales
"merch isesales,  hardhome, big, big lots , department stores",Merchandise Sales - Hard Home,564,Merchandise Sales
"merch isesales,  seasonal, big, big lots , department stores",Merchandise Sales - Seasonal,565,Merchandise Sales
"merch isesales,  softhome, big, big lots , department stores",Merchandise Sales - Soft Home,566,Merchandise Sales
"revenue,  ecommerce, big, big lots , department stores",Revenue - Ecommerce ,567,Revenue
"revenue,  revenue, big, big lots , department stores",Revenue,568,Revenue
"revenues,  consumables, big, big lots , department stores",Revenues by merchandise category - Consumables,569,Revenues by merchandise category
"revenues,  electronics,  toys,  accessories, big, big lots , department stores","Revenues by merchandise category - Electronics, Toys, & Accessories",570,Revenues by merchandise category
"revenues,  food, big, big lots , department stores",Revenues by merchandise category - Food,571,Revenues by merchandise category
"revenues,  furniture, big, big lots , department stores",Revenues by merchandise category - Furniture,572,Revenues by merchandise category
"revenues,  hardhome, big, big lots , department stores",Revenues by merchandise category - Hard Home,573,Revenues by merchandise category
